geneNames	GSE10500_GSM265436_Control	GSE10500_GSM265439_Control	GSE10500_GSM265445_Control	GSE10500_GSM265020_Treat	GSE10500_GSM265036_Treat	GSE10500_GSM265361_Treat	GSE10500_GSM265363_Treat	GSE10500_GSM265366_Treat	GSE15573_GSM389705_Control	GSE15573_GSM389707_Control	GSE15573_GSM389709_Control	GSE15573_GSM389710_Control	GSE15573_GSM389712_Control	GSE15573_GSM389713_Control	GSE15573_GSM389715_Control	GSE15573_GSM389718_Control	GSE15573_GSM389720_Control	GSE15573_GSM389723_Control	GSE15573_GSM389725_Control	GSE15573_GSM389728_Control	GSE15573_GSM389729_Control	GSE15573_GSM389732_Control	GSE15573_GSM389734_Control	GSE15573_GSM389703_Treat	GSE15573_GSM389704_Treat	GSE15573_GSM389706_Treat	GSE15573_GSM389708_Treat	GSE15573_GSM389711_Treat	GSE15573_GSM389714_Treat	GSE15573_GSM389716_Treat	GSE15573_GSM389717_Treat	GSE15573_GSM389719_Treat	GSE15573_GSM389721_Treat	GSE15573_GSM389722_Treat	GSE15573_GSM389724_Treat	GSE15573_GSM389726_Treat	GSE15573_GSM389727_Treat	GSE15573_GSM389730_Treat	GSE15573_GSM389731_Treat	GSE15573_GSM389733_Treat	GSE15573_GSM389735_Treat	GSE7669_GSM185531_Control	GSE7669_GSM185532_Control	GSE7669_GSM185533_Control	GSE7669_GSM185534_Control	GSE7669_GSM185535_Control	GSE7669_GSM185536_Control	GSE7669_GSM183695_Treat	GSE7669_GSM185526_Treat	GSE7669_GSM185527_Treat	GSE7669_GSM185528_Treat	GSE7669_GSM185529_Treat	GSE7669_GSM185530_Treat
ABHD14A	7.5776022	7.92746	7.5137164	6.5445814	6.9301586	6.7762039	6.1653303	6.2569038	9.212226	9.191562	9.4979	9.436959	8.792389	9.388662	9.148081	9.255573	9.316892	8.785801	9.21751	9.294032	9.162944	8.996741	9.037036	9.367225	9.365102	8.416265	9.067988	8.746966	9.281974	9.182186	8.911852	8.973119	9.361396	8.634348	9.23633	9.049906	9.256152	9.226629	8.577478	9.288469	8.819299	9.7492505	10.1455124	9.9697483	10.1038019	10.1135779	9.76173	10.1455124	9.9554611	9.8916081	9.5395007	9.518264	10.0029998
ABHD2	7.4646196	6.9909002	7.0912718	5.9826092	6.7536984	7.4319446	7.5096974	7.0698164	8.127352	7.614505	7.819175	7.770774	8.004212	7.835444	7.875054	7.638504	7.74846	7.815565	8.132415	7.917646	7.928789	7.980911	7.699249	7.653731	7.766266	8.193193	7.892549	8.193447	7.995965	7.836938	7.892216	8.092855	7.748653	8.231955	8.305513	7.959052	7.722117	7.936481	8.791504	7.507461	8.202663	8.0891556	8.4151248	8.3851498	8.1533719	7.9455955	8.1399561	8.0440589	8.3292886	7.7261855	7.6972247	8.0585239	8.5698147
ABHD3	3.5421935	3.9694485	4.5864079	4.9340677	5.0675577	3.5773638	3.7211306	2.6682283	8.303156	8.816303	8.271416	8.767279	8.788472	8.625304	9.026682	8.996741	9.129509	9.346957	8.445163	8.556093	8.634348	8.500277	8.463954	8.633659	8.970388	7.719375	8.622106	9.699665	7.687945	8.782588	8.75762	8.688758	8.158022	8.345025	7.452927	8.605535	8.39916	7.929964	8.218035	8.961254	8.581531	2.8067207	3.9145571	1.3371855	3.3943054	1.7721196	0.5295868	1.4018967	1.0249645	3.1305752	3.4063618	2.2809212	1.5555858
ABHD5	3.8981087	4.187763	4.7983857	4.9575334	5.3951717	4.5814495	5.5376908	4.8649966	8.411153	8.04766	8.057625	8.108651	8.478048	8.52091	9.317987	8.472319	8.471338	8.840411	8.512193	7.957973	9.041056	8.354554	8.403183	8.108871	8.023837	8.905352	8.316722	8.844215	8.984182	8.554054	9.304583	8.458515	8.473611	9.369303	7.255182	8.41762	8.916131	8.739206	10.113209	8.483107	9.188667	3.4027038	3.4914328	3.737089	4.7371038	3.3755513	3.6238522	4.4895555	4.5678646	3.9771919	4.9535862	4.7502711	4.7386826
ABI1	10.127651	9.9473182	9.7400319	10.4858696	9.7362487	10.4892108	10.1085568	10.3318156	8.286482	8.846783	8.518427	8.504272	8.477054	8.72166	8.58853	8.909261	8.822784	8.910651	8.4675	8.374689	8.28831	8.753347	8.861889	8.599669	8.397559	8.588823	8.689179	8.702214	8.452691	8.929088	9.294592	8.577478	8.445494	8.643403	8.326361	8.746567	8.911054	8.213586	8.619901	9.143389	8.639479	9.5256442	9.0634034	9.2521233	9.1116839	8.8861393	8.6795118	8.8718613	8.6847574	9.2063547	9.6032835	9.3067936	9.0416985
ABI2	4.2185111	4.0542669	3.5406744	2.591189	4.4166937	4.4747471	3.6011257	4.5944687	7.457042	7.390607	7.433951	7.462007	7.397061	7.423331	7.463694	7.409608	7.460806	7.345153	7.391187	7.431349	7.471807	7.367632	7.443381	7.426772	7.365866	7.349115	7.491036	7.408057	7.485411	7.43052	7.314465	7.34548	7.402083	7.403963	7.401915	7.423141	7.42457	7.402543	7.397999	7.454248	7.397261	6.3254329	6.2709557	5.6861457	6.1548176	6.4396264	5.6561085	5.860077	5.9056271	6.6027325	6.049426	6.0061349	6.0195863
ABL1	7.5225035	7.9338289	8.3610055	6.0335815	6.2597186	6.7836302	7.2549195	6.9189598	7.982629	7.886391	7.766266	7.855963	7.991805	7.898368	7.780928	7.785346	7.885121	7.706194	7.880528	7.851047	7.704315	8.062804	7.88336	7.65717	7.757728	7.64243	7.808286	7.653825	7.784788	7.663626	7.449918	7.839987	7.650839	7.598579	8.069113	7.733876	7.606219	7.763523	7.743785	7.604805	7.666689	10.7682592	10.9474378	11.4288221	11.4288221	11.390032	11.2180976	11.3524858	11.5132523	11.0947616	11.1414349	11.1089235	11.452099
ABL2	5.6847352	3.0473352	3.7545856	6.6448746	7.6912436	7.1997478	7.9498406	6.9725326	7.348787	7.331917	7.320535	7.266257	7.299308	7.26659	7.29411	7.229814	7.330849	7.233863	7.369629	7.312091	7.375235	7.324523	7.282175	7.218972	7.324159	7.319533	7.215424	7.338196	7.223685	7.226917	7.311798	7.371727	7.332223	7.343896	7.411312	7.36193	7.36344	7.313004	7.3561	7.317059	7.242553	5.8046155	6.3772466	6.6266356	7.4993039	5.8695432	4.6198822	6.1580863	6.3691831	6.0359375	5.3253638	4.7419848	6.7912965
ABLIM1	2.5029454	2.862755	2.5556584	3.4932263	3.5376736	4.8803535	2.650723	3.397633	9.286489	9.313448	9.342091	9.964129	9.725452	9.68504	9.359609	9.612433	9.799211	9.098548	9.012238	9.230355	9.622053	9.210016	9.708642	9.469835	9.436327	8.372149	9.300256	8.543886	8.820221	9.074343	8.738442	8.813559	9.925686	8.724271	9.494157	9.010819	9.452503	9.383092	8.850257	9.709381	9.391187	9.8766758	11.1854074	9.9672361	10.2819283	10.8442636	10.8916347	9.667324	9.5569381	9.6528438	10.6352936	10.8829309	9.2488451
ABLIM3	3.1513264	4.3683359	6.1182864	4.2936543	2.3685326	4.6692338	2.5952974	4.8727634	7.472517	7.384776	7.3889	7.289287	7.645471	7.461839	7.454006	7.513769	7.425349	7.407452	7.565435	7.321095	7.637696	7.726664	7.499927	7.229836	7.453804	7.334225	7.438345	7.52188	7.486867	7.517211	8.474657	7.583445	7.641914	8.022032	7.427749	7.451353	7.491405	7.546466	7.623422	7.452745	8.15972	9.445583	8.8402271	8.6513437	7.0181274	9.1467147	9.2104482	8.9667058	8.5087786	8.7151122	8.8810321	7.1370541	7.7180908
ABO	7.479938	7.8336056	7.3433913	7.5225035	7.8596963	7.4046932	7.6951577	7.9325687	7.358808	7.472517	7.324717	7.209269	7.442403	7.289443	7.109963	7.185056	7.330195	7.301625	7.339957	7.295078	7.177384	7.22495	7.21073	7.287059	7.297007	7.286544	7.327456	7.319387	7.311319	7.213996	7.000012	7.415401	7.23707	7.246327	7.438247	7.256174	7.382492	7.329582	7.331135	7.276114	7.322427	8.0103342	8.1900135	7.9679339	7.8873905	7.6844483	8.3896298	7.9389059	8.0777836	8.2593852	7.9436756	8.5202174	8.0054557
ABR	9.6174127	9.6439972	9.8743571	8.8763012	8.8861465	9.0871762	9.116858	8.939207	9.803219	9.768474	9.459719	9.643957	9.637711	9.499822	9.856791	9.474722	9.462985	9.569094	9.765283	9.56241	9.623415	10.127638	9.666196	8.954871	9.345692	9.672798	9.555187	9.493045	9.060521	9.219967	9.149777	9.7329	9.410818	9.597316	9.823938	9.456008	9.189193	9.4824	9.66548	8.774223	9.432722	10.4387005	10.3810653	10.0865914	9.9783002	10.6824762	10.4936687	9.6101697	9.6627843	9.9115598	10.2720193	10.4415319	9.7000514
ABTB2	7.0113724	5.6208969	4.5484162	7.8385503	7.3587647	4.7798688	6.844651	6.8169511	7.531894	7.385915	7.462398	7.620132	7.588479	7.556089	7.447276	7.528377	7.62738	7.50229	7.490836	7.39873	7.456443	7.51344	7.232472	7.460948	7.296976	7.233671	7.582638	7.526969	7.452455	7.47932	7.795531	7.576099	7.480226	7.475099	7.468743	7.311477	7.55082	7.575025	7.264241	7.365866	7.217758	6.6822945	7.4891321	7.7028332	8.2113547	7.7236542	8.0950051	7.7583723	9.2488451	7.3829122	6.8540289	7.1554316	8.9025187
ACAA1	8.0194228	8.5260593	8.3850065	7.2822968	8.0308387	7.8198504	8.2787638	7.6831968	10.667203	10.478208	10.892985	10.502588	10.689859	10.10855	10.646999	10.380191	10.447808	10.542279	10.772712	10.720965	10.57265	10.443292	10.005849	10.843173	11.114428	10.67004	10.764804	10.728311	10.376641	10.424574	10.434082	10.786691	10.578165	11.023373	11.045932	10.843173	10.536736	10.514482	10.691115	10.331247	10.169149	8.8556608	8.8358877	8.9639316	9.0264401	9.1916212	9.189372	8.7115146	8.9810632	8.9769078	8.9529601	9.1127903	9.1384891
ACAA2	8.1062859	8.4226205	8.6067973	8.7163698	8.4819285	9.1284433	8.6741762	8.6461972	8.456481	8.451186	8.471966	8.788122	8.499635	8.818002	8.641587	9.049906	8.744111	8.623524	8.717391	8.038602	8.618879	7.625398	8.658576	8.339449	8.530387	7.761147	8.490925	8.46159	8.68528	8.575735	7.738379	8.628871	8.674989	8.118165	7.574578	8.547218	8.640342	8.433401	7.959267	8.37845	8.401299	8.9016169	9.6317647	9.219884	9.5623301	9.5230077	9.4108279	9.4720359	9.4101134	9.2571672	9.5365841	9.1939047	9.6032835
ACACA	6.1911168	6.0789507	5.5661393	6.2734488	6.060665	6.274376	5.6342212	6.0491936	7.928973	7.676689	7.714672	7.660364	7.833959	7.658498	7.662012	7.632062	7.645656	7.597449	7.728387	7.534466	7.659855	7.513041	7.609774	7.584751	7.705426	7.611208	7.62942	7.546576	7.6952	7.557676	7.625155	7.50119	7.679898	7.667539	7.76478	7.547929	7.720063	7.788224	7.560928	7.58519	7.526746	7.2888491	7.402578	7.2016601	7.7623956	7.5159266	7.1472653	7.0441362	7.3418777	7.1974843	7.356321	7.5093437	7.5189722
ACACB	5.6691819	6.0724044	5.5079991	5.6593389	5.7879661	5.8439617	4.9218068	5.5630086	8.379701	8.212429	8.193193	8.42674	8.287728	8.44901	8.42214	8.713917	8.381952	8.228582	8.380997	8.225526	8.510465	8.13699	8.44901	8.313299	8.192912	7.89274	8.440434	8.337592	8.056926	8.217235	7.612435	8.235625	8.693051	8.166349	8.472678	8.02958	8.085773	8.424907	7.979076	8.140718	8.224996	6.0081378	5.887276	6.0142188	6.1891111	6.449329	6.6650747	6.4334875	6.4334875	6.4312098	6.1257309	6.2381237	6.5174829
ACADL	2.5173127	2.472809	2.6670137	3.5773638	4.2108683	3.1065566	4.6448307	2.3983298	7.156208	7.161437	7.148779	7.155167	7.213708	7.139604	7.176128	7.044	7.044	7.246543	7.136442	7.210637	7.147723	7.102489	7.110841	7.142555	7.192627	7.158857	7.083799	7.037207	7.165963	7.250827	7.27317	7.186562	7.016432	7.202724	7.13799	7.206763	7.144677	7.202285	7.261352	7.105142	7.257314	2.1453362	2.9237909	3.7934987	1.5742322	4.4918169	3.378855	2.621682	3.0327652	4.161988	4.0677229	3.6977269	3.5239176
ACADM	8.461066	8.9749794	9.4976442	8.8217502	7.873466	7.8710722	7.8087794	7.7762965	7.65691	7.963736	7.929548	7.82678	7.924954	7.832906	7.685293	8.115943	7.832741	7.709388	7.555789	8.169381	7.492953	7.775331	7.864981	7.980098	7.80677	7.253275	7.830279	7.656363	7.770774	7.921305	7.291286	7.50642	7.728387	7.394435	7.165537	7.830123	7.686543	7.459561	7.479982	8.134672	7.422796	9.7559759	9.8882272	9.6127086	10.2692289	10.0909752	10.1520607	10.0210102	10.1947064	9.7165737	9.8353522	10.1135779	10.2175438
ACADS	6.6021585	6.8896741	7.6136185	4.8019543	5.1774419	5.4229327	6.5880695	5.6262352	8.103604	7.925134	8.197965	8.0416	7.765184	7.87877	7.921551	7.95473	7.892382	7.849698	7.953911	8.204184	7.907301	8.133886	7.840937	7.889445	8.112249	7.628282	7.935863	7.977462	7.993121	7.671662	7.660259	7.938753	7.865202	8.018548	7.863635	7.693377	8.00679	8.135894	7.849485	7.703929	8.019005	7.572191	7.847531	8.0398525	8.1244431	7.977159	7.7145127	7.6727685	7.6844483	7.7446843	7.5989125	7.8597904	8.2143359
ACADSB	6.1471112	6.2121922	6.3423456	6.2787877	3.2866991	4.3059182	5.0083036	4.1385442	7.254612	7.41128	7.325941	7.431607	7.425045	7.446759	7.234618	7.408199	7.500082	7.220882	7.389936	7.354047	7.436018	7.305843	7.447276	7.356516	7.352654	7.36069	7.357035	7.463932	7.190952	7.521412	7.18757	7.399998	7.359345	7.217568	7.294186	7.209745	7.389043	7.397195	7.328026	7.296955	7.262613	8.3606064	8.1373846	7.8004125	8.1072104	7.7767155	7.9000528	7.9539927	7.5655143	7.432694	8.3781269	8.1528246	7.1101103
ACADVL	8.970785	8.7012032	9.0800897	8.7721346	9.730805	9.1479686	9.1723393	9.7972524	11.5939	11.596326	11.146264	11.26129	11.563167	11.442575	11.760397	11.754125	11.353633	11.151696	11.81915	11.827768	11.384914	11.590764	11.500588	11.629477	11.451547	11.391087	11.587941	11.122418	11.63462	11.418364	10.788469	11.833601	11.745245	11.195032	11.550251	11.344238	11.503364	11.543439	11.375907	11.124225	10.9895	9.7517012	10.4317816	10.3274335	10.545416	10.7569459	10.4977588	10.1238771	10.4150475	10.3513523	9.9417699	10.042245	10.4881243
ACAN	2.8494949	3.5845319	2.705407	2.0830865	4.062429	2.8688624	2.8876792	3.5434353	7.545082	7.492609	7.430464	7.436348	7.333897	7.460516	7.373159	7.376051	7.387635	7.612284	7.38659	7.460619	7.345175	7.560437	7.388928	7.349048	7.427934	7.606219	7.449301	7.529068	7.438408	7.337257	7.432482	7.555592	7.437062	7.508907	7.779909	7.336023	7.482035	7.458539	7.377144	7.362769	7.420355	5.6754419	6.8528788	4.9391772	8.1179213	6.0837718	5.8765709	5.4326165	8.1259514	9.238448	7.6684692	7.60858	8.296236
ACAT1	4.6711743	3.2811798	4.5308661	4.4213365	5.2382854	3.7219937	4.4349775	4.4674931	8.177878	8.368932	8.937392	8.417954	8.561034	8.521307	8.254296	8.965913	8.764593	8.410175	8.37901	8.740845	8.098451	8.209659	8.258735	9.363974	9.022131	7.932913	9.020786	8.087382	8.920375	9.085416	8.426101	8.404145	8.842102	8.306658	8.225267	8.946606	8.728115	8.446918	8.391373	9.322112	8.393897	6.0716748	5.2489257	6.390565	6.2225272	5.6569739	4.9006638	5.2026092	5.0922959	5.1381273	5.7108023	4.6685309	6.2165607
ACAT2	6.4910939	5.2006475	5.012071	5.9948289	6.1068706	5.0322425	5.2902126	5.752684	8.380694	8.57605	8.68528	8.555704	8.545292	8.244341	8.229904	8.50666	8.434053	8.424907	8.548645	8.686349	8.374689	8.560355	8.404145	8.787661	8.672384	7.898162	8.674989	8.176994	8.643014	8.474269	8.073534	8.36147	8.747394	7.992662	8.939182	8.619901	8.450114	8.448721	8.360041	8.709683	8.453034	8.4217827	7.8314754	8.2813747	7.6433134	7.2950809	7.0143526	6.714749	6.9329362	7.0094252	7.8673115	7.5201922	7.5735499
ACBD3	8.9999912	8.4286772	9.2660999	10.4167851	9.9316703	10.0827486	9.9695666	10.1900257	8.085017	8.4979	8.459216	8.326058	8.612747	8.359417	8.447854	8.861889	8.584567	8.464183	8.269353	8.205938	8.384752	8.46297	8.567111	8.940715	8.401949	8.130028	8.530798	8.384152	8.422487	8.873157	8.789987	8.156008	8.376845	8.254935	7.609651	8.689179	8.832556	8.156977	8.477352	9.063901	8.246149	10.7083927	10.4896054	10.5275403	10.2287409	10.3591672	10.4164709	10.3966939	9.921055	10.2513307	10.2912911	10.4091864	10.2460528
ACD	8.0298522	7.7708443	8.1862582	7.5798044	7.4559115	7.7041429	8.2504979	8.2741208	8.626299	8.551542	8.603292	8.570611	8.628871	8.570254	8.502245	8.444119	8.745317	8.794717	8.864808	8.749709	8.619192	8.664515	8.501632	8.451943	8.516299	8.563397	8.470958	8.389759	8.639942	8.409823	8.52168	8.623524	8.890878	8.814703	8.890479	8.604334	8.655195	8.777544	8.697496	8.268398	8.4979	8.1687237	9.1802207	8.7870131	8.3554392	9.1418797	9.2314827	8.8796021	9.1618916	8.999422	8.6985123	8.9457218	8.6993378
ACE	6.9706236	7.6986579	6.7602036	4.1713861	3.5861569	3.7112066	3.3854445	3.7353615	7.271087	7.285044	7.400052	7.297642	7.279304	7.299196	7.3027	7.20862	7.314287	7.383413	7.352838	7.338827	7.364917	7.435917	7.257088	7.236815	7.253736	7.363142	7.214037	7.139045	7.249381	7.285843	7.317036	7.319092	7.237383	7.307318	7.4932	7.298659	7.325995	7.391156	7.206694	7.333405	7.29056	7.7037401	7.5058229	8.6208497	7.2595151	8.1160831	7.4904166	8.3426908	8.2947789	7.8159304	8.5998949	5.5121371	6.2424834
ACHE	5.0506018	4.8500819	5.40837	4.5353505	6.025971	5.7402956	4.7089293	4.8596315	7.322308	7.346598	7.287971	7.317453	7.338503	7.427493	7.372235	7.44767	7.423402	7.458017	7.36095	7.450459	7.396082	7.48986	7.337917	7.304319	7.304453	7.561042	7.401855	7.43773	7.383116	7.533279	7.446888	7.569831	7.406141	7.383413	7.404254	7.404733	7.347176	7.447381	7.307927	7.440365	7.42787	5.4950252	5.6935227	5.5178204	5.9821369	5.7835052	6.0555833	5.4091603	5.6974248	5.3686554	5.1568733	5.7229337	5.8825873
ACIN1	8.2080175	9.0756609	8.600396	8.7458067	9.464308	8.6093167	8.7387554	8.9999912	9.311244	9.154228	9.346957	9.261729	9.328688	9.360778	9.722514	9.367225	9.40574	9.349976	9.379228	9.831655	9.373857	9.625443	9.24112	9.617289	9.510152	9.224507	9.45066	9.552398	9.077779	9.385343	9.501713	9.146481	9.527096	9.553132	9.985511	9.42469	9.546801	9.514769	9.672798	9.441402	9.315187	9.5460591	9.4889543	9.6066475	9.4944348	10.2308798	9.4541434	9.3925342	9.8372607	9.5735491	9.4907745	9.9103821	9.3566992
ACLY	8.6637792	8.6125662	8.8046877	8.8344477	7.7143218	8.0715732	8.5624795	8.5247268	9.33519	9.277892	9.176321	9.402068	9.305108	9.223983	9.410818	9.326254	9.227111	9.189193	9.385913	9.316892	9.136255	9.723374	9.314677	9.224507	9.266446	9.06641	9.294592	9.283691	9.172371	9.022619	8.998108	9.197947	9.267083	9.139056	9.309409	9.348625	9.06099	9.241656	9.151415	8.96031	8.928217	10.6248805	10.6522853	10.8314082	10.4433682	10.5972028	10.4756355	10.6064101	10.3639076	10.5237338	10.825276	10.8273307	10.6364256
ACO1	7.8060501	7.5687472	7.8461672	7.5599327	6.2284466	6.6386136	6.9923521	6.0783952	8.511849	8.558328	8.412155	8.337325	8.561719	8.501632	8.577148	8.373466	8.322457	8.146854	8.444119	7.981117	8.25757	8.482826	8.424223	8.186304	8.201914	7.958828	8.214377	8.094569	8.561374	8.198428	7.603636	8.265727	8.35486	8.041342	7.905385	8.312702	8.298949	8.363399	8.303723	8.037714	8.198699	10.8332277	10.711979	10.5956062	11.3087572	10.6441201	10.4881243	10.9781981	11.2722774	10.6844987	10.7949539	10.7456671	11.2400455
ACO2	9.0766741	8.7314229	8.6524754	6.865585	7.4213288	7.3939742	8.4124351	7.2739797	8.385354	7.980705	8.024305	7.938552	8.033853	8.127352	8.312982	8.082584	8.027983	7.654891	8.344728	7.939479	8.404754	7.968883	8.240437	7.798054	8.004397	8.033394	8.001376	7.821812	8.183214	7.847656	7.282739	7.833109	8.216322	7.839144	7.540597	7.760539	8.192015	8.528707	8.216659	7.977636	8.246487	9.7742856	10.1484307	9.4571335	10.0651819	9.550913	9.0122301	9.0870273	9.0596798	9.3456098	9.7000514	9.4759696	9.7711184
ACOT1	7.3737472	6.3888411	8.1460165	7.6031948	7.0749308	7.9215816	8.2882571	7.4727497	7.570345	7.339934	7.584116	7.341028	7.504745	7.716304	7.317723	7.73031	7.512264	7.436809	7.331332	7.473283	7.704412	7.381125	7.671748	7.497987	7.475283	7.313516	7.37619	7.565695	7.602779	7.49487	7.400234	7.493814	7.614423	7.474592	7.330476	7.30215	7.6386	7.428918	7.408231	7.591467	7.399064	10.4150475	10.4660069	10.0708997	10.2634571	9.4686637	9.5131278	10.4790204	10.0584183	10.1532558	9.9197983	10.395063	9.9672361
ACOT11	5.1858294	5.5680496	5.4774075	4.4781235	5.6811662	5.9875658	5.2561703	5.6601816	7.40623	7.46278	7.569312	7.444962	7.52202	7.396808	7.410647	7.483401	7.429496	7.356876	7.659584	7.384606	7.424951	7.353247	7.307434	7.502779	7.3706	7.41959	7.354892	7.466105	7.327807	7.314619	7.400745	7.514183	7.519833	7.315813	7.370049	7.398932	7.5481	7.348102	7.311167	7.423172	7.368492	5.126266	5.1412775	4.8626928	5.2659392	5.0533162	4.9450743	5.0697974	4.3867187	4.4197056	5.1899451	4.7757472	4.8208441
ACOT7	7.387312	7.3942811	7.5044758	8.1566868	7.516594	8.0620157	8.6176047	8.0443132	7.735073	7.498215	7.635453	7.532367	7.630179	7.595081	7.61464	7.592988	7.559753	7.603083	7.617732	7.506507	7.583666	7.650912	7.5623	7.425628	7.488683	7.422483	7.384348	7.454383	7.664847	7.535024	7.690653	7.49286	7.566571	7.577338	7.35576	7.473063	7.464655	7.678647	7.409342	7.434577	7.711456	8.8243709	8.8167665	8.5948481	8.6327042	8.8855512	8.7321995	8.5506004	8.8510344	8.5163203	8.4650533	8.8157107	8.6101562
ACOT8	6.9461885	6.7152231	6.8798802	3.6614248	6.2362327	6.3763898	6.4478428	4.5910302	8.073994	7.738379	7.999567	7.753851	7.872821	7.865752	8.024705	8.005968	7.841593	7.80632	8.033394	8.021164	8.039391	7.931873	7.668492	7.914244	8.032107	8.025376	7.818229	8.124613	8.312151	7.842113	7.795812	7.894599	8.095526	8.06695	7.958635	8.125898	8.067483	7.864981	8.356599	7.853754	7.842113	7.3257902	7.8142467	7.0352747	7.8018266	8.0475908	8.202401	7.4865884	7.580634	7.6278323	7.4587063	7.461256	7.8666592
ACOX1	7.650768	7.0874791	7.2392693	7.0247479	6.9489594	6.3728427	6.796253	7.3249138	8.109391	8.082852	7.92273	8.087118	8.081487	8.084566	8.601419	8.085017	8.225267	8.151386	8.317713	7.961142	8.363399	8.546006	7.811023	7.942921	7.898162	8.557268	8.14381	8.894024	8.2946	8.106269	8.598152	8.256602	8.137438	8.717391	8.224996	8.506986	8.279687	8.075822	8.820598	7.998697	8.381268	6.7462074	6.7025006	6.8178557	6.7285233	6.7819571	6.6920176	6.7845585	6.9773964	6.6007747	6.9648187	6.6706824	6.7893388
ACOX2	3.0429086	1.8333272	4.1567613	4.4263902	2.5393039	2.6557296	1.2939395	3.0703295	7.338105	7.455856	7.393684	7.345358	7.456756	7.309226	7.23767	7.439934	7.540816	7.290259	7.543644	7.27862	7.391093	7.254388	7.2384	7.509651	7.489648	7.795812	7.601232	7.532619	7.41262	7.388984	7.298433	7.504623	7.481992	7.370997	7.231608	7.397497	7.500837	7.393747	7.545229	7.441293	7.393404	6.6650747	6.7296568	6.6605557	6.3888617	6.937645	5.9128638	6.6266356	6.0376621	7.4305927	7.2453127	6.7309874	7.4251373
ACOX3	6.2471412	5.8413081	5.9236914	6.5000864	5.6097388	5.6009537	5.8651919	4.1377543	8.20733	7.810178	8.104347	7.827271	8.127121	8.152145	7.919653	8.006215	8.096491	8.010351	8.220959	8.137204	8.07199	8.117004	7.868694	8.037503	8.266566	7.63097	7.769923	7.948374	8.140718	7.866941	7.598433	8.188167	8.049029	8.142823	7.81757	7.90751	7.9843	8.010824	7.790885	7.854923	7.553703	5.5946885	6.111966	5.7266715	3.4407154	5.8284233	6.0376621	6.7285233	6.2202265	5.5184487	5.3978016	6.2165607	5.3188044
ACP1	9.4639604	8.9525839	9.2916101	9.2438436	8.9873587	8.9962231	9.1470192	8.699834	8.958262	9.149209	9.086954	9.222856	8.982295	8.945193	8.8798	9.162944	9.204463	9.007026	8.71271	9.545516	8.855389	9.508097	9.467041	9.297484	9.137847	9.281974	9.394177	8.644893	8.583625	9.024223	8.802222	8.77386	8.938714	8.437525	9.034539	8.951869	8.795898	8.723923	8.382272	9.255573	9.206383	10.3879492	10.4415319	10.2346715	10.2436601	10.3013408	10.4737835	10.4037837	10.3757501	10.3810653	10.3449724	10.2974129	10.3031294
ACP2	10.2372696	9.8308176	10.1836132	9.7400319	6.7121586	9.0697215	10.1202695	9.0615908	7.9793	7.762142	7.770774	7.770184	7.72498	7.75649	7.771709	7.65337	7.733493	7.86798	7.921046	7.706524	7.856727	7.661085	7.587661	7.72775	7.764893	7.654997	7.801895	7.756607	7.836752	7.77274	7.573791	7.921791	7.830996	7.813325	7.358036	7.876269	7.834581	7.889445	7.726171	7.657425	7.754766	8.9650154	9.321447	9.7588663	9.8322103	9.5578311	9.4585368	9.4522018	9.1827914	8.9033638	8.7707911	8.8946671	9.7333303
ACP5	11.9369522	11.7608524	12.7028631	9.3988622	10.1202695	9.7032639	9.7400319	10.4598114	7.849308	8.223707	8.304609	7.755536	8.071709	7.764347	7.908844	7.901482	7.901482	7.898895	8.166658	8.061491	7.984114	7.82034	7.714033	8.01156	8.059929	8.987825	8.09396	7.884149	7.894435	7.739746	7.823006	8.154251	8.107698	8.140261	8.654248	7.784234	8.07199	8.103855	7.918498	7.815248	7.813684	4.4845986	3.9391196	3.9811197	4.3509002	6.1827008	6.3765753	4.0881246	4.0047556	3.8762081	3.7691958	3.9948663	4.3124228
